"","V1","V2","V3"
"155","0","[D-Leu1]MC-RR","0.727098627513565"
"156","0","MC-HphHph","0.653197581928094"
"157","0","Hierridin B","0.268595041322314"
"158","1","Phormidolide","0.2719836400818"
"159","0","Caylobolide B","0.364841498559078"
"160","0","Samholide F","0.220259019426457"
"161","0","Samholide D","0.212132996305658"
"162","0","Samholide B","0.220045478397761"
"163","0","Samholide G","0.220259019426457"
"164","0","Samholide E","0.220259019426457"
"165","0","Samholide H","0.214932126696833"
"166","1","Phormidinine B","0.218232044198895"
"167","1","Phormidinine A","0.183229813664596"
"168","0","Samholide I","0.249025769956003"
"169","0","Samholide A","0.220045478397761"
"170","0","Samholide C","0.212132996305658"
"171","0","MC-LHph","0.66734693877551"
"172","0","MC-HphHty","0.657861635220126"
"173","0","MC-LHty","0.679270762997974"
"174","1","Phycoerythrobilin","0.269168026101142"
"175","1","Deoxypalytoxin","0.146871954784642"
"176","1","Palytoxin","0.145687420191154"
"177","1","Neopalytoxin","0.146737859536987"
"178","1","Homopalytoxin","0.145658694147504"
"179","1","Bishomopalytoxin","0.145668539111162"
"180","1","(42S-50S)42-hydroxypalytoxin","0.144338608081118"
"181","1","(42S-50R)42-hydroxypalytoxin","0.144338608081118"
"182","1","Ovatoxin-a","0.148789878987899"
"183","1","Ostreocin-D","0.146193293885602"
"184","1","Palythine<U+0096>threonine","0.502304147465438"
"185","0","Anabaenopeptin G-Erhard","0.691176470588235"
"186","0","Anabaenopeptin H-Itou","0.703056768558952"
"187","0","Anabaenopeptin G-Itou","0.713658146964856"
"188","0","Aeruginosin A","0.465071151358344"
"189","0","Portoamide B","0.808466119427008"
"190","0","Portoamide A","0.801602564102564"
"191","1","Microviridin K","0.844583096993761"
"192","0","Aeruginosin 205A","0.469773299748111"
"193","0","Aeruginosin 205B","0.469773299748111"
"194","0","[D-Asp3,(Z)-Dhb7]MC-HtyR","0.721204188481675"
"195","0","[D-Asp3,(E)-Dhb7]MC-HphR","0.729243081027009"
"196","0","[D-Asp3,(E)-Dhb7]MC-YR","0.717512376237624"
"197","0","[D-Asp3,(E)-Dhb7]MC-HtyW","0.600466608340624"
"198","0","[D-Asp3,ADMAdda5]MC-HtyR","0.723664577737989"
"199","0","[D-Asp<U+00B3>,Mser7]MC-RR","0.751435325903411"
"200","0","cis-Dihydrohomoanatoxin-a","0.131818181818182"
"201","1","Planktopeptin BL1061","0.650767722966351"
"202","0","Portoamide D","0.681754874651811"
"203","0","Portoamide C","0.708761972330614"
"204","0","Planktopeptin BL1125","0.616104407781335"
"205","1","Planktopeptin BL843","0.651570787433701"
"206","0","Aeruginosin 828A","0.436213991769547"
"207","0","Largamide G","0.566113850291349"
"208","1","Largamide E","0.635761589403974"
"209","0","Largamide F","0.58352455254704"
"210","1","Largamide D","0.606163415323721"
"211","1","Veraguamide L","0.323798627002288"
"212","0","(2S)-1-O-Palmitoyl-3-O-beta-D-galactopyranosylglycerol","0.382436260623229"
"213","0","Propenediester","0.265454545454545"
"214","1","Trichormamide C","0.886977886977887"
"215","0","Trichormamide D","0.583389715832206"
"216","1","Largamide H","0.504981024667932"
"217","0","ethyl tumonoate A","0.241630276564774"
"218","1","Veraguamide J","0.361855257896841"
"219","1","Veraguamide I","0.385479342158043"
"220","0","Acutiphycin","0.299075025693731"
"221","0","Sanctolide A","0.24748743718593"
"222","0","(2S)-3-O-beta-D-galactopyranosyl-1-O-(9Z,12Z-octadecadienoyl)-2-O-(4Z-hexadecenoyl)glycerol","0.413731343283582"
"223","0","Hoshinolactam","0.223011363636364"
"224","0","Homoanatoxin-a","0.158139534883721"
"225","1","Veraguamide K","0.343623667769203"
"226","1","Myxol (II)","0.53957783641161"
"227","0","Raocyclamide A","0.538720538720539"
"228","0","Raocyclamide B","0.510427010923535"
"229","1","Veraguamide A","0.345754898194391"
"230","0","Prenylagaramide B","0.57883291047481"
"231","1","Oscillacyclin","0.516486640136441"
"232","0","Brintonamide A","0.404550713459314"
"233","1","Viridamide B","0.348686069511161"
"234","1","Viridamide A","0.357203032855939"
"235","0","Oscillapeptin J","0.614599686028257"
"236","0","Oscillapeptin F","0.73021582733813"
"237","0","Oscillapeptin E","0.849774520856821"
"238","0","Oscillapeptin D","0.754329004329004"
"239","0","Oscillapeptin C","0.67550911039657"
"240","0","Oscillamide C","0.741451209341118"
"241","1","Oscillapeptide 97A","0.626662810873337"
"242","1","Oscillapeptide 97B","0.649221596555151"
"243","0","Microviridin I","0.831360600023438"
"244","0","2,3-Epoxyanatoxin-a","0.116591928251121"
"245","1","Oscillatorin","0.554089709762533"
"246","0","Planktocyclin","0.514790286975717"
"247","0","Brintonamide B","0.392704695382227"
"248","0","Brintonamide C","0.415268456375839"
"249","0","Brintonamide E","0.415531836584468"
"250","0","Brintonamide D","0.415531836584468"
"251","0","[seco7][D-Asp3]MC-RR","0.657398529881751"
"252","0","Venturamide B","0.551045510455105"
"253","1","Coibacin A","0.261261261261261"
"254","0","Oscillamide B","0.769825918762089"
"255","0","19,21-Dibromooscillatoxin A","0.303571428571429"
"256","0","21-Bromooscillatoxin A","0.309882747068677"
"257","0","Venturamide A","0.548128342245989"
"258","1","Veraguamide H","0.329430132708821"
"259","1","Oscillapeptilide 97A","0.626662810873337"
"260","1","Oscillapeptilide 97B","0.649221596555151"
"261","0","19-Bromoaplysiatoxin","0.297403619197482"
"262","0","[D-Asp3,(E)-Dhb7]MC-RR","0.813120567375887"
"263","0","[D-Asp3]MC-RR","0.820220719117124"
"264","0","[D-Asp<U+00B3>,DMAdda5]MC-RR","0.775"
"265","0","[D-Asp3,(E)-Dhb7]MC-HtyR","0.721204188481675"
"266","0","[D-Asp3,(Z)-Dhb7]MC-LR","0.848450057405281"
"267","0","[D-Asp3,(E)-Dhb7]MC-LR","0.848450057405281"
"268","0","[Asp3,Dhb7]MC-LY","0.663029925187032"
"269","0","[D-Asp3,(E)-Dhb7]MC-LW","0.704333333333333"
"270","0","Largamide C","0.533529411764706"
"271","0","Largamide B","0.533149171270718"
"272","0","Largamide A","0.490066225165563"
"273","0","20,21-didehydroacutiphycin","0.292433537832311"
"274","0","Prenylagaramide A","0.522632674297607"
"275","1","Coibacin C","0.32"
"276","0","1-(2-Hydroxy-phenoxy)-trieicos-1-en-3-one","0.267822736030829"
"277","1","Oscillariolide","0.285368217054264"
"278","1","Almiramide E","0.337259521005104"
"279","1","Almiramide H","0.338836477987421"
"280","1","Almiramide G","0.316074188562597"
"281","1","Almiramide F","0.354601701469451"
"282","1","Almiramide D","0.337204800619435"
"283","0","MC-LHar","0.728737997256516"
"284","0","Nuiapolide","0.322822020309995"
"285","0","Bastimolide A","0.323529411764706"
"286","0","Jahanane","0.356267917643993"
"287","0","Biseokeaniamide C","0.416107382550336"
"288","1","Biseokeaniamide B","0.412231559290383"
"289","0","Biseokeaniamide A","0.389631429728635"
"290","1","Urumamide","0.424121405750799"
"291","1","Ypaoamide B","0.199191102123357"
"292","1","Ypaoamide C","0.193840579710145"
"293","1","Janadolide","0.349980182322632"
"294","0","6-deoxytolypodiol","0.458270106221548"
"295","0","11-hydroxytolypodiol","0.369447453954496"
"296","0","[D-Leu1,Dha7]MC-LR","0.797819971870605"
"297","1","Mycosporine-ornithine","0.418032786885246"
"298","1","Porphyra-334","0.440559440559441"
"299","0","Nocuolin","0.170058139534884"
"300","1","Nostocyclopeptide Ncp-E1-L","0.526785714285714"
"301","1","Nostocyclopeptide Ncp-E2-L","0.485549132947977"
"302","1","Nostocyclopeptide Ncp-E1","0.822488584474886"
"303","0","Anabaenopeptin SA1","0.615287694246115"
"304","0","Anabaenopeptin SA8","0.674933569530558"
"305","1","Anabaenopeptin SA7","0.719387755102041"
"306","1","Nostamide A","0.857868020304569"
"307","1","Nostocyclopeptide Ncp-E2","0.708213670304423"
"308","1","Nostocyclopeptide Ncp-E3","0.705275229357798"
"309","0","1050-Da MAA","0.252797893350889"
"310","0","nostoc-756","0.24330900243309"
"311","0","Nostosin A","0.36231884057971"
"312","1","Nostosin B","0.436344969199179"
"313","1","Hexose-bound porphyra-334","0.412894375857339"
"314","1","Nostosin E","0.403076923076923"
"315","1","Nostosin C","0.452229299363057"
"316","1","Nostosin F","0.412140575079872"
"317","1","Nostosin D","0.473333333333333"
"318","1","Hexose-bound palythine-treonine","0.449152542372881"
"319","0","Nostocyclin","0.631207527443806"
"320","0","Nostoginin BN578","0.447889750215332"
"321","1","Cryptophycin 25","0.342354533152909"
"322","0","Banyascyclamide A","0.472727272727273"
"323","0","Banyascyclamide C","0.473469387755102"
"324","0","Banyascyclamide B","0.503067484662577"
"325","0","Mycosporine-GABA","0.526785714285714"
"326","0","Cryptophycin 101","0.345339936965331"
"327","1","Cryptophycin 15","0.355191256830601"
"328","0","Aeruginosin 865","0.432926829268293"
"329","1","Nostophycin C","0.518441773725653"
"330","1","Anabaenopeptin 871","0.842452830188679"
"331","1","Anabaenopeptin 857","0.838599902771026"
"332","1","Nostocyclopeptide","0.587692307692308"
"333","0","Cyanopeptolin CP1048","0.625281440977806"
"334","0","Cyanopeptolin CP1018","0.66248729244324"
"335","0","Cyanopeptolin CP990","0.700457585357269"
"336","1","Cyanopeptolin CP1027","0.678560628968854"
"337","1","Cyanopeptolin CP1013","0.725897920604915"
"338","1","Anabaenopeptin 897","0.675527426160338"
"339","1","Anabaenopeptin 882","0.686232196806215"
"340","0","deprenylmuscoride B","0.25459825750242"
"341","1","Cryptophycin 12","0.300632911392405"
"342","1","Anabaenopeptin SA4","0.644547563805104"
"343","1","Anabaenopeptin SA5","0.752249867654844"
"344","1","Anabaenopeptin SA6","0.799891245241979"
"345","0","[Gly1,D-Asp3,ADMAdda5]MC-RR","0.736771600803751"
"346","0","[Gly1,D-Asp3,ADMAdda5]MC-RHar","0.694587628865979"
"347","0","[D-Ser1,ADMAdda5]MC-LR","0.765146358066712"
"348","0","[ADMAdda5]MC-FR","0.711032713277742"
"349","0","[ADMAdda5]MC-LHar","0.700797872340426"
"350","0","[ADMAdda5,Mser7]MC-LR","0.70704037370704"
"351","0","[D-Asp<U+00B3>,ADMAdda5]MC-(H4)YR","0.732447817836812"
"352","0","[DMAdda5]MC-(H4)YR","0.705333333333333"
"353","0","[ADMAdda5]MC-(H4)YR","0.704203743479595"
"354","0","[ADMAdda5]MC-(H4)YHar","0.665976331360947"
"355","1","Nostophycin","0.518744906275469"
"356","1","Nostopeptin BN920","0.651785714285714"
"357","0","Muscoride B","0.236318407960199"
"358","1","Nostophycin B","0.508439687114039"
"359","0","Nostoweipeptin W6","0.544300929073193"
"360","0","Nostoweipeptin W7","0.545222041385724"
"361","0","6-OH-scytophycin D/E","0.287077686581409"
"362","1","Glycosylated Palythine-threonine","0.379243452958293"
"363","0","Nostoginin BN741","0.421985815602837"
"364","1","Pentose-bound shinorine","0.543946932006633"
"365","1","Palythine","0.454976303317536"
"366","1","478-Da MAA","0.553225806451613"
"367","1","13-O-(beta-galactosyl)-porphyra-334","0.426592797783933"
"368","1","beta-N-methylamino-L-alanine","0.0641711229946524"
"369","1","Nostofungicine","0.410442970254654"
"370","1","Banyaside B","0.350480322280756"
"371","1","Banyaside A","0.361219002091425"
"372","0","Cyanopeptolin CP1020","0.639158035415971"
"373","0","Cyanopeptolin CP990","0.678886147338738"
"374","1","Carbamidocyclophane D","0.456521739130435"
"375","1","Carbamidocyclophane E","0.485576923076923"
"376","1","Carbamidocyclophane C","0.447789878283152"
"377","0","Nostocyclyne A","0.245828698553949"
"378","1","Merocyclophane B","0.437005039596832"
"379","1","Merocyclophane C","0.411598302687412"
"380","1","Merocyclophane A","0.434017595307918"
"381","1","Cylindrocyclophane C1","0.432489451476793"
"382","1","Cylindrocyclophane C2","0.425925925925926"
"383","1","Ribocyclophane C","0.444645006016847"
"384","1","Carbamidocyclophane M","0.44983606557377"
"385","1","Carbamidocyclophane R","0.485887096774194"
"386","1","Carbamidocyclophane O","0.434920634920635"
"387","1","Carbamidocyclophane S","0.470358306188925"
"388","1","Ribocyclophane D","0.472238805970149"
"389","1","Ribocyclophane A","0.360739030023095"
"390","1","Cylindrocyclophane A1","0.430832759807295"
"391","1","Ribocyclophane B","0.43417203042715"
"392","1","Cylindrocyclophane A2","0.423205902079141"
"393","1","Nostocyclophane D","0.441576086956522"
"394","1","Nostocyclophane A","0.30114566284779"
"395","1","Nostocyclophane B","0.388830897703549"
"396","1","Nostocyclophane C","0.418144611186903"
"397","1","Ribocyclophane E","0.652795031055901"
"398","0","Cyanopeptolin CP962","0.666306306306306"
"399","1","Cyanopeptolin CP969","0.718903036238981"
"400","0","Cyanopeptolin CP985","0.723510524438102"
"401","1","Nostopeptolide A1","0.542929877343208"
"402","1","Nostopeptolide A3","0.542929877343208"
"403","0","Cyanopeptolin 992","0.672783933518006"
"404","0","Cyanopeptolin CP992","0.636769759450172"
"405","0","Cyanopeptolin CP978","0.642651296829971"
"406","1","Cyanopeptolin CP999","0.687792694349048"
"407","1","Cryptophycin 50","0.356017191977077"
"408","1","Cryptophycin 49","0.381913303437967"
"409","0","Nostocyclin","0.619022595901209"
"410","1","Cryptophycin 46","0.357962697274032"
"411","1","Banyasin A","0.489417989417989"
"412","0","4-hydroxy-7-methyl-1-indanone","0.133971291866029"
"413","1","4,5-dihydroxy-1-methyl-anthraquinone","0.113835376532399"
"414","0","Muscoride A","0.241379310344828"
"415","0","Cryptophycin 54","0.345339936965331"
"416","1","Cryptophycin 18","0.362850971922246"
"417","1","Cryptophycin 21","0.341601700921332"
"418","1","Nostoclide 2","0.19438444924406"
"419","0","Nostoclide 1","0.173591874422899"
"420","0","deprenylmuscoride A","0.237362637362637"
"421","0","[D-Asp3,ADMAdda5,(E/Z)-Dhb7]MC-RR","0.760374832663989"
"422","0","[D-Asp3,ADMAdda5,(E/Z)-Dhb7]MC-HtyR","0.690371671056482"
"423","0","[D-Asp3,ADMAdda5,(E/Z)-Dhb7]MC-LR","0.792643346556076"
"424","0","[D-Asp3,ADMAdda5,Dha7]MC-LR","0.812545587162655"
"425","0","[D-Asp3,ADMAdda5,Dha7]MC-HilR","0.840429470566457"
"426","0","[D-Asp<U+00B3>,ADMAdda5]MC-VR","0.737342847434591"
"427","0","[ADMAdda5]MC-YR","0.701826753093695"
"428","0","[ADMAdda5,Dha7]MC-LR","0.783793347487615"
"429","0","[ADMAdda5]MC-HilR","0.759158751696065"
"430","0","[D-Asp3,ADMAdda5]MC-LHar","0.733585424544517"
"431","0","[ADMAdda5]MC-HilHar","0.704471808165911"
"432","0","7-OMe-scytophycin B","0.268698060941828"
"433","0","6-OH-7-Ome-15-O-deMe-scytophycin B","0.278436845778088"
"434","0","7-OMe-19-deMe-scytophycin D/E","0.283556072051133"
"435","0","Nostotrebin 6","0.144674085850556"
"436","1","Nostocarboline","0.166666666666667"
"437","1","Carbamidocyclophane B","0.407678244972578"
"438","1","Carbamidocyclophane A","0.391278727165586"
"439","1","Cylindrocyclophane C3","0.393302692055154"
"440","1","Cylindrocyclophane C4","0.377862595419847"
"441","1","Carbamidocyclophane N","0.403726708074534"
"442","1","Carbamidocyclophane P","0.395770392749245"
"443","1","Carbamidocyclophane Q","0.37989479836353"
"444","1","Carbamidocyclophane G","0.416316736652669"
"445","1","Carbamidocyclophane F","0.427184466019417"
"446","1","Cylindrocyclophane A3","0.389352148813342"
"447","1","Cylindrocyclophane A4","0.373291925465839"
"448","1","Carbamidocyclophane T","0.432835820895522"
"449","1","Carbamidocyclophane U","0.413461538461538"
"450","1","Cylindrocyclophane B4","0.359778597785978"
"451","1","Cylindrocyclophane F4","0.372574385510996"
"452","0","Tenuecyclamide C","0.49469964664311"
"453","0","Tenuecyclamide D","0.44988864142539"
"454","0","Nostocyclamide M","0.49469964664311"
"455","0","Nostocyclamide","0.544581618655693"
"456","0","Tenuecyclamide A","0.467828418230563"
"457","1","Cryptophycin 7","0.242397137745975"
"458","1","Cryptophycin 6","0.285043069694597"
"459","0","[D-Asp3,ADMAdda5]MC-LR","0.715913013462202"
"460","0","[ADMAdda5]MC-LR","0.67762527928503"
"461","0","Cryptophycin 5","0.347670250896057"
"462","1","Cryptophycin 29","0.368615840118431"
"463","0","Cybastacine A","0.26536312849162"
"464","1","Cryptophycin 26","0.363155108523028"
"465","1","Cryptophycin 30","0.377398720682303"
"466","0","Cryptophycin 327","0.339309726580009"
"467","1","Cryptophycin 40","0.349251603706344"
"468","1","Cryptophycin 28","0.366592756836659"
"469","0","Cryptophycin 38","0.339309726580009"
"470","1","Cryptophycin 2","0.342175066312997"
"471","1","Cryptophycin 16","0.355046528274875"
"472","0","Cryptophycin 31","0.329223744292237"
"473","1","Cryptophycin 23","0.340248962655602"
"474","1","Cryptophycin 4","0.36055923473142"
"475","1","Cryptophycin 43","0.390070921985816"
"476","1","Cryptophycin 17","0.385736196319018"
"477","1","Cryptophycin 175","0.341176470588235"
"478","1","Cryptophycin 45","0.366051660516605"
"479","1","Cryptophycin 19","0.345495160089352"
"480","0","Cryptophycin 1","0.339309726580009"
"481","1","Cryptophycin 3","0.357962697274032"
"482","1","Merocyclophane D","0.382892057026477"
"483","0","Noscomin","0.448598130841121"
"484","0","Comnostin E","0.54228855721393"
"485","0","Comnostin A","0.576271186440678"
"486","0","Comnostin B","0.519607843137255"
"487","0","Comnostin D","0.478386167146974"
"488","0","Comnostin C","0.547504025764895"
"489","0","8-[(5-carboxy-2,9-epoxy)benzyl]-2,5-dihydroxy-1,1,4a,7,8-pentamethyl-1,2,3,4,4a,6,7,8,9,10,10a-dodecahydrophenanthrene","0.396802325581395"
"490","0","Nosperin","0.268450932684509"
"491","0","Tenuecyclamide B","0.467828418230563"
"492","0","Nostoweipeptin W3","0.546372819100092"
"493","1","Nostoweipeptin W2","0.547280334728034"
"494","0","Nostoweipeptin W5","0.545701973236562"
"495","0","Nostoweipeptin W4","0.54921573084792"
"496","0","Nostoweipeptin W1","0.545230631437528"
"497","1","Cryptophycin 10","0.308276385725133"
"498","0","[D-Asp<U+00B3>,DMAdda5]MC-LR","0.796578653774637"
"499","0","[DMAdda5]MC-FR","0.705479452054795"
"500","0","[DMAdda5]MC-HilR","0.765129682997118"
"501","0","[Mdhb7]MC-LR","0.736897274633124"
"502","0","[DMAdda5]MC-LHar","0.700307902839548"
"503","1","Cryptophycin G","0.266386554621849"
"504","0","Swinholide A","0.232588699080158"
"505","1","Cryptophycin 24","0.34570596797671"
"506","1","Cryptophycin 176","0.36962962962963"
"507","1","Cryptophycin 326","0.325581395348837"
"508","0","Glucosylsucrose derivative 4","0.187694434842724"
"509","0","Glucosylsucrose derivative 3","0.20479302832244"
"510","0","Glucosylsucrose derivative 2","0.208401527550464"
"511","1","Glucosylsucrose","0.201284796573876"
"512","0","Nostopeptolide L4","0.538365173817726"
"513","0","Nostopeptolide L2","0.543653250773994"
"514","0","Nostopeptolide L3","0.549409571162213"
"515","0","Nostopeptolide L1","0.553556827473426"
"516","0","Borophycin","0.260405916752666"
"517","1","Spumigin 640","0.589887640449438"
"518","1","Spumigin 638","0.642620232172471"
"519","1","Spumigin 652","0.683554817275748"
"520","1","Spumigin 654","0.606180665610143"
"521","1","Spumigin 574","0.514059753954306"
"522","0","Spumigin I","0.553211009174312"
"523","1","Spumigin 582b","0.682495344506518"
"524","1","Spumigin 582a","0.554185022026432"
"525","1","Spumigin C","0.661106233538191"
"526","1","Spumigin B1","0.713274336283186"
"527","1","Spumigin B2","0.713274336283186"
"528","1","Spumigin D","0.631950573698147"
"529","1","Spumigin H","0.715953307392996"
"530","1","Spumigin F","0.721601489757914"
"531","0","Oscillatoxin","0.434745762711864"
"532","0","Aeruginosin NOL7","0.392013498312711"
"533","0","Aeruginosin NOL2","0.492411467116358"
"534","1","Nodulapeptin 863","0.868577075098814"
"535","1","Nodulapeptin 883b","0.691341991341991"
"536","1","Nodulapeptin 849","0.834812623274162"
"537","1","Nodulapeptin 855b","0.904266958424508"
"538","1","Nodulapeptin 821","0.818273599192327"
"539","1","Nodulapeptin 807","0.772"
"540","1","Nodulapeptin 885","0.688839285714286"
"541","1","Nodulapeptin 851","0.833927661742231"
"542","1","Nodulapeptin 915b","0.713210702341137"
"543","1","Nodulapeptin 855a","0.905309250136836"
"544","1","Nodulapeptin 823","0.810327198364008"
"545","1","Nodulapeptin 915a","0.881153654898061"
"546","1","Anabaenopeptin 931","0.83495145631068"
"547","1","Anabaenopeptin 933","0.711149375807146"
